customer_id,churn_probability,actual_churn,risk_category,recency_days,frequency,monetary,avg_order_value,customer_age_days,segment,value_segment,predicted_clv
14620,0.9871200624363097,1,Critical Risk,205,2,412.78000000000003,15.876153846153848,78,Need Attention,Low Value,246.24757311863883
13470,0.9871183954257057,1,Critical Risk,98,2,165.0,16.5,15,Need Attention,Low Value,244.3536556743374
13656,0.9871181078993052,1,Critical Risk,164,4,997.25,11.595930232558139,430,Promising,Low-Medium Value,424.4417398903065
16472,0.9871095564956593,1,Critical Risk,433,2,709.65,18.675,163,About to Sleep,Low Value,200.68255600649167
13072,0.987101828166956,1,Critical Risk,266,1,177.15,25.307142857142857,0,,,
15328,0.9870919250038263,1,Critical Risk,407,1,107.24,13.405,0,,,
12350,0.9870919195728121,1,Critical Risk,309,1,334.40000000000003,19.67058823529412,0,,,
14875,0.9870902167014277,1,Critical Risk,107,3,1513.55,19.915131578947367,334,Promising,Medium Value,772.5679142853816
18275,0.987088095756779,1,Critical Risk,577,2,741.85,39.044736842105266,152,About to Sleep,Low Value,171.56669637749127
14168,0.9870772087355256,1,Critical Risk,420,2,268.45,19.175,143,About to Sleep,Low Value,80.3570624403444
12831,0.987073132704152,1,Critical Risk,261,3,451.11,20.505,200,Need Attention,Low Value,219.79558437504988
13060,0.9870601631239233,1,Critical Risk,253,1,307.53000000000003,20.502000000000002,0,,,
15209,0.9870591289639676,1,Critical Risk,729,1,178.98000000000002,13.76769230769231,0,,,
15084,0.9870561740017599,1,Critical Risk,379,2,661.58,24.502962962962965,266,Need Attention,Low Value,173.16591057925496
16001,0.9870489934800052,1,Critical Risk,380,1,512.59,18.306785714285716,0,,,
15899,0.9870410215874452,1,Critical Risk,368,1,112.5,14.0625,0,,,
18114,0.9870381751191891,1,Critical Risk,289,1,220.1,7.860714285714286,0,,,
17440,0.9870254844593752,1,Critical Risk,156,3,84.42,21.105,90,Need Attention,Low Value,76.93551743413542
15381,0.9870160224899979,1,Critical Risk,267,3,379.56,29.196923076923078,272,Need Attention,Low Value,158.22137799391953
18193,0.9870128035597395,1,Critical Risk,164,3,1052.05,15.471323529411764,277,Promising,Low-Medium Value,537.0024605886397
14323,0.9870113960661788,1,Critical Risk,114,2,605.0600000000001,16.807222222222222,123,Promising,Low-Medium Value,429.2015026957948
15135,0.9869897561288385,1,Critical Risk,238,2,305.68,15.284,317,Need Attention,Low Value,92.9851914079671
13333,0.9869856873605809,1,Critical Risk,410,3,1015.74,18.468,247,Need Attention,Low-Medium Value,347.4842672619233
15564,0.9869682073867456,1,Critical Risk,462,2,70.74000000000001,17.685000000000002,212,About to Sleep,Low Value,17.69298178831784
14058,0.9869636205365946,1,Critical Risk,462,2,469.19,19.549583333333334,67,About to Sleep,Low Value,149.45574905049776
14843,0.9869506971018203,1,Critical Risk,436,1,211.8,23.533333333333335,0,,,
13414,0.9869378346664368,1,Critical Risk,133,5,1181.3400000000001,23.16352941176471,469,Loyal Customers,Low-Medium Value,530.0760088714818
13936,0.9869351518844444,1,Critical Risk,179,3,939.6600000000001,15.926440677966102,234,Promising,Low-Medium Value,512.1523534496159
15283,0.9869308533959881,1,Critical Risk,389,3,148.32999999999998,16.481111111111108,127,Need Attention,Low Value,64.58281012154643
12707,0.9869222612862818,1,Critical Risk,291,1,535.42,16.731875,0,,,
16606,0.9869151916674584,1,Critical Risk,403,2,357.66,16.257272727272728,30,Need Attention,Low Value,139.45118969399007
15776,0.986905144502956,1,Critical Risk,132,1,241.62,13.423333333333334,0,,,
15535,0.9869006386309658,1,Critical Risk,172,6,1087.82,8.118059701492538,275,Loyal Customers,Low-Medium Value,683.2309362280163
16608,0.9868852714206625,1,Critical Risk,453,2,1288.72,10.56327868852459,209,About to Sleep,Low-Medium Value,328.15935388301165
15178,0.986883765936556,1,Critical Risk,259,1,40.5,13.5,0,,,
16823,0.9868826324019441,1,Critical Risk,226,7,2260.09,12.914800000000001,510,Need Attention,Medium Value,887.526235407757
13574,0.9868798928467879,1,Critical Risk,410,1,421.25,4.089805825242719,0,,,
16273,0.9868747145290995,1,Critical Risk,655,1,259.54,17.302666666666667,0,,,
14202,0.986871132024796,1,Critical Risk,380,3,534.31,21.3724,243,Need Attention,Low Value,192.7468091300504
18153,0.9868609572680082,1,Critical Risk,658,1,246.22,14.483529411764707,0,,,
12593,0.9868569580904921,1,Critical Risk,108,3,418.1,19.90952380952381,110,Promising,Low-Medium Value,431.7199900609105
15476,0.9868561237771712,1,Critical Risk,379,4,1339.8600000000001,19.41826086956522,62,Need Attention,Medium Value,769.399393041996
13476,0.9868561100990054,1,Critical Risk,178,5,1811.47,17.41798076923077,466,Loyal Customers,Medium Value,759.8100071140324
16178,0.9868495857221679,1,Critical Risk,137,2,546.6,22.775000000000002,263,Promising,Low Value,230.7009505127513
17249,0.986842377737962,1,Critical Risk,428,1,68.03,2.51962962962963,0,,,
13326,0.9868406833867494,1,Critical Risk,431,1,281.76,21.673846153846153,0,,,
16490,0.9868344603354814,1,Critical Risk,435,1,205.41000000000003,15.800769230769232,0,,,
16452,0.9868251723757956,1,Critical Risk,630,2,332.17,18.45388888888889,63,About to Sleep,Low Value,80.92205810319025
15991,0.9868186938890421,1,Critical Risk,533,1,150.55,25.09166666666667,0,,,
17248,0.9868165464309188,1,Critical Risk,119,2,546.16,4.668034188034188,361,Promising,Low Value,191.696666723026
13887,0.9868131001780653,1,Critical Risk,203,1,349.55,18.397368421052633,0,,,
18098,0.9868122554430095,1,Critical Risk,395,1,550.84,6.259545454545455,0,,,
14176,0.9868073742465046,1,Critical Risk,296,5,834.6500000000001,18.547777777777778,83,Need Attention,Low-Medium Value,593.3084471522493
17501,0.986802935175623,1,Critical Risk,220,2,288.6,16.033333333333335,0,Need Attention,Low Value,221.46922901234075
16077,0.9868022645959623,1,Critical Risk,625,1,60.0,60.0,0,,,
18174,0.9868022645959623,1,Critical Risk,603,1,58.5,58.5,0,,,
14036,0.9867946979333808,1,Critical Risk,284,1,626.65,16.49078947368421,0,,,
14891,0.9867870936270942,1,Critical Risk,147,4,1106.73,17.56714285714286,288,Promising,Low-Medium Value,642.8152926035942
16522,0.9867860450394466,1,Critical Risk,435,2,433.36,24.075555555555557,14,About to Sleep,Low Value,162.94544678984298
16958,0.9867853852091036,1,Critical Risk,434,1,809.44,10.93837837837838,0,,,
12983,0.9867714965578774,1,Critical Risk,597,1,490.08,16.336,0,,,
18250,0.986760136590834,1,Critical Risk,309,1,349.27,16.63190476190476,0,,,
12447,0.9867549568302464,1,Critical Risk,242,1,476.49,18.326538461538462,0,,,
15200,0.9867547940078449,1,Critical Risk,494,1,549.0500000000001,18.30166666666667,0,,,
13981,0.9867511132887898,1,Critical Risk,415,1,331.14,15.05181818181818,0,,,
13907,0.986746447228319,1,Critical Risk,691,1,136.8,34.2,0,,,
14288,0.9867458398946316,1,Critical Risk,212,1,357.0,23.8,0,,,
15995,0.9867381334219738,1,Critical Risk,413,1,630.19,5.729,0,,,
16328,0.9866982179887108,1,Critical Risk,562,1,310.83,19.426875,0,,,
12698,0.9866975977043082,1,Critical Risk,589,1,339.75,21.234375,0,,,
12392,0.9866970961061449,1,Critical Risk,590,1,93.15,18.630000000000003,0,,,
13843,0.9866928715453013,1,Critical Risk,380,1,319.75,17.76388888888889,0,,,
18267,0.9866928715453013,1,Critical Risk,672,1,269.37,15.84529411764706,0,,,
12996,0.9866928715453013,1,Critical Risk,375,1,355.5,16.15909090909091,0,,,
16665,0.9866884858440186,1,Critical Risk,361,1,135.4,15.044444444444444,0,,,
16449,0.98668674015553,1,Critical Risk,197,2,707.69,17.69225,82,Need Attention,Low-Medium Value,426.7020952076967
14647,0.9866835015961288,1,Critical Risk,200,2,420.97,8.419400000000001,322,Need Attention,Low Value,136.15086103485132
12900,0.986681694029929,1,Critical Risk,421,1,340.33000000000004,26.179230769230774,0,,,
13973,0.9866762377491206,1,Critical Risk,286,1,196.7,19.669999999999998,0,,,
16117,0.9866537752213698,1,Critical Risk,189,3,654.4,7.352808988764044,401,Need Attention,Low Value,249.2494991082349
15045,0.986646952184475,1,Critical Risk,151,2,141.16,23.526666666666667,105,Need Attention,Low Value,92.7295760402971
13295,0.986641927723675,1,Critical Risk,359,4,1101.97,16.44731343283582,217,Need Attention,Low-Medium Value,484.4827235724945
15396,0.9866329387955203,1,Critical Risk,112,1,220.18,16.936923076923076,0,,,
17781,0.9865675900467253,1,Critical Risk,158,2,98.77,8.979090909090909,93,Need Attention,Low Value,66.17047631286171
13855,0.986552553023169,1,Critical Risk,500,4,1215.7,16.884722222222223,230,About to Sleep,Low-Medium Value,421.7300656186212
13140,0.9865367644513964,1,Critical Risk,107,5,1215.68,9.964590163934426,382,Loyal Customers,Low-Medium Value,670.1668203901615
14340,0.9865330213423966,1,Critical Risk,218,1,134.7,22.45,0,,,
15090,0.9865328349800977,1,Critical Risk,307,1,381.32,16.57913043478261,0,,,
12769,0.9865261379197504,1,Critical Risk,238,1,736.74,26.312142857142856,0,,,
12975,0.9865122374783282,1,Critical Risk,436,6,1992.69,17.952162162162164,296,About to Sleep,Medium Value,764.9345269658286
14973,0.9865068902490957,1,Critical Risk,106,3,564.45,19.46379310344828,118,Promising,Low-Medium Value,564.7047537696355
14919,0.9865061853316957,1,Critical Risk,538,1,359.35,27.642307692307693,0,,,
17072,0.9865047043239364,1,Critical Risk,624,1,282.05,12.820454545454545,0,,,
14683,0.9865036124512588,1,Critical Risk,587,1,146.56,6.979047619047619,0,,,
16585,0.986466867606017,1,Critical Risk,593,2,341.59000000000003,18.977222222222224,101,About to Sleep,Low Value,83.09701543589946
16146,0.9864646764615196,1,Critical Risk,203,3,698.58,18.383684210526315,244,Need Attention,Low-Medium Value,351.0076795279863
15166,0.9864552520342998,1,Critical Risk,467,1,167.16,13.93,0,,,
17142,0.9864516990814037,1,Critical Risk,238,4,1012.25,11.502840909090908,445,Need Attention,Low-Medium Value,375.31687244807233
13757,0.9864232236624288,1,Critical Risk,674,1,42.55,6.078571428571428,0,,,
13244,0.9864232236624288,1,Critical Risk,92,1,121.74000000000001,4.508888888888889,0,,,
14066,0.9864211244673429,1,Critical Risk,266,1,152.55,21.792857142857144,0,,,
14134,0.9864210474836669,1,Critical Risk,382,15,4303.6900000000005,36.78367521367522,347,Need Attention,Medium-High Value,1860.458439522785
17394,0.9864194913740364,1,Critical Risk,218,1,48.349999999999994,16.116666666666664,0,,,
12443,0.9864165479911297,1,Critical Risk,731,1,365.31,18.2655,0,,,
16812,0.9864055791180126,1,Critical Risk,360,4,1941.6000000000001,17.491891891891893,21,Need Attention,Medium Value,1290.5231351880566
18026,0.9864020596784723,1,Critical Risk,500,2,127.95,14.216666666666667,4,About to Sleep,Low Value,42.8597369860821
17598,0.986397829204975,1,Critical Risk,380,1,95.58000000000001,15.930000000000001,0,,,
17240,0.986393722082118,1,Critical Risk,595,1,130.60000000000002,18.657142857142862,0,,,
16193,0.9863937020503899,1,Critical Risk,236,2,630.4300000000001,16.59026315789474,174,Need Attention,Low Value,259.59287164422864
16947,0.9863843046637413,1,Critical Risk,235,5,955.21,18.022830188679247,410,Need Attention,Low-Medium Value,399.41656545314873
18213,0.9863511067110028,1,Critical Risk,236,1,232.48000000000002,15.498666666666669,0,,,
12543,0.9863349277404396,1,Critical Risk,447,1,768.25,18.73780487804878,0,,,
16378,0.9863240144344588,1,Critical Risk,246,3,362.95,15.780434782608696,63,Need Attention,Low Value,263.5503463871772
14450,0.9863183465523534,1,Critical Risk,180,7,1128.44,14.847894736842106,429,Loyal Customers,Low-Medium Value,535.3916469208946
12852,0.9863088290522604,1,Critical Risk,294,1,311.55,18.326470588235296,0,,,
12436,0.9863083576987185,1,Critical Risk,99,1,429.01,28.600666666666665,0,,,
15268,0.9863051775837008,1,Critical Risk,478,2,386.2,21.455555555555556,126,About to Sleep,Low Value,107.7696922378454
14558,0.9863034579481225,1,Critical Risk,653,2,384.3,32.025,77,About to Sleep,Low Value,88.75498508331349
16727,0.9863004718744282,1,Critical Risk,363,4,1274.82,6.041800947867299,324,Need Attention,Low-Medium Value,469.2361220302656
15960,0.9862988234251853,1,Critical Risk,373,4,410.95,15.805769230769231,61,Need Attention,Low Value,239.7895552393813
12777,0.9862852092232894,1,Critical Risk,457,1,519.45,19.978846153846156,0,,,
13358,0.9862644563409972,1,Critical Risk,268,1,439.03000000000003,15.138965517241381,0,,,
16130,0.9862599912021659,1,Critical Risk,421,4,885.48,16.39777777777778,195,About to Sleep,Low-Medium Value,364.02318997966944
15842,0.9862546755080804,1,Critical Risk,392,2,472.48,19.686666666666667,134,Need Attention,Low Value,151.36050297927946
12862,0.9862455263666786,1,Critical Risk,425,2,1008.32,7.581353383458647,69,About to Sleep,Low-Medium Value,344.59675257279423
14358,0.9862413400555409,1,Critical Risk,388,2,400.06,16.0024,38,Need Attention,Low Value,158.17469417010287
17649,0.9862402959966825,1,Critical Risk,137,3,1578.89,16.111122448979593,334,Promising,Medium Value,754.587230238223
14037,0.9862234909282874,1,Critical Risk,175,6,722.2,6.391150442477876,556,Loyal Customers,Low Value,277.6098685570561
18060,0.986204480480918,1,Critical Risk,407,2,1185.46,15.806133333333333,156,Need Attention,Low-Medium Value,354.8522378116248
17127,0.9861913266460318,1,Critical Risk,428,5,836.4300000000001,24.600882352941177,306,About to Sleep,Low-Medium Value,307.8174752418556
12495,0.9861907344728142,1,Critical Risk,640,1,277.4,17.3375,0,,,
13765,0.9861828250414346,1,Critical Risk,652,1,352.821,20.754176470588238,0,,,
14059,0.986177246439349,1,Critical Risk,266,1,183.6,22.95,0,,,
13839,0.986175887551363,1,Critical Risk,485,1,139.95000000000002,19.992857142857144,0,,,
15147,0.9861611922787435,1,Critical Risk,239,1,535.9,19.848148148148148,0,,,
17891,0.9861574947382316,1,Critical Risk,161,1,203.85999999999999,5.995882352941176,0,,,
15032,0.9861558077314078,1,Critical Risk,255,6,681.15,11.166393442622951,472,Need Attention,Low Value,263.2690941299469
16111,0.9861453760238902,1,Critical Risk,427,1,562.48,7.499733333333333,0,,,
18248,0.9861437082524668,1,Critical Risk,122,2,724.12,15.741739130434782,63,Promising,Low-Medium Value,660.8129756837587
16850,0.9861434065957512,1,Critical Risk,333,1,332.41,17.495263157894737,0,,,
18163,0.9861377114769284,1,Critical Risk,583,1,728.84,22.086060606060606,0,,,
16854,0.986109456874949,1,Critical Risk,416,2,1408.96,18.786133333333336,223,About to Sleep,Low-Medium Value,372.2524403061246
14268,0.9861085454736365,1,Critical Risk,470,1,354.85,18.676315789473687,0,,,
14197,0.9861085454736365,1,Critical Risk,410,1,390.05,19.5025,0,,,
13465,0.9861043621500643,1,Critical Risk,445,2,624.52,19.51625,139,About to Sleep,Low Value,180.23130727540052
15319,0.9861034222590667,1,Critical Risk,283,1,204.5,12.78125,0,,,
14630,0.9860976809962295,1,Critical Risk,483,1,338.65,16.126190476190477,0,,,
14195,0.9860939062978514,1,Critical Risk,251,1,90.8,45.4,0,,,
15876,0.9860939062978514,1,Critical Risk,408,1,99.5,49.75,0,,,
17517,0.9860862590613572,1,Critical Risk,308,1,153.94,13.994545454545454,0,,,
15165,0.9860455248427437,1,Critical Risk,372,1,975.5,18.064814814814813,0,,,
13752,0.9860423376674359,1,Critical Risk,123,7,1515.73,16.124787234042554,403,Loyal Customers,Medium Value,832.4040510163392
16195,0.9860408257583814,1,Critical Risk,722,1,323.25,20.203125,0,,,
16462,0.9860278959052874,1,Critical Risk,185,2,68.0,34.0,98,Need Attention,Low Value,40.56600361467959
12690,0.9860277046228133,1,Critical Risk,205,1,389.01,24.313125,0,,,
14809,0.9860236481368376,1,Critical Risk,620,2,389.76,24.36,0,About to Sleep,Low Value,106.13174990480734
16373,0.9860018314420259,1,Critical Risk,381,2,309.49,10.672068965517242,29,Need Attention,Low Value,127.43904611958872
15130,0.9859918319177133,1,Critical Risk,169,1,330.11,15.005,0,,,
12760,0.9859918319177133,1,Critical Risk,455,1,347.8,16.561904761904763,0,,,
14694,0.9859918319177133,1,Critical Risk,616,1,244.31,16.287333333333333,0,,,
15155,0.9859918319177133,1,Critical Risk,382,1,383.96999999999997,15.99875,0,,,
16615,0.9859918319177133,1,Critical Risk,625,1,291.5,15.342105263157896,0,,,
15337,0.9859918319177133,1,Critical Risk,410,1,373.02,17.762857142857143,0,,,
17862,0.9859703804663313,1,Critical Risk,323,4,1099.09,10.9909,239,Need Attention,Low-Medium Value,495.2539497463968
17908,0.9859663474082704,1,Critical Risk,373,5,1411.54,5.095812274368231,351,Need Attention,Low-Medium Value,525.9142198153653
12675,0.9859646667357044,1,Critical Risk,553,2,874.5,7.808035714285714,24,About to Sleep,Low Value,255.8725801705973
14225,0.9859568920448349,1,Critical Risk,434,4,1740.38,20.96843373493976,261,About to Sleep,Low-Medium Value,634.1475021572973
16870,0.9859533875492111,1,Critical Risk,468,1,450.16,16.077142857142857,0,,,
15342,0.9859485066771664,1,Critical Risk,129,1,406.09000000000003,16.920416666666668,0,,,
14192,0.9859442966594316,1,Critical Risk,387,1,293.74,20.981428571428573,0,,,
18091,0.9859424720170549,1,Critical Risk,592,1,360.85,14.434000000000001,0,,,
16310,0.9859298555124112,1,Critical Risk,413,2,460.08,16.431428571428572,227,About to Sleep,Low Value,121.17557045243704
16829,0.985929486764077,1,Critical Risk,156,2,513.32,19.011851851851855,231,Promising,Low Value,223.9324173910516
17568,0.9859150560315777,1,Critical Risk,632,1,382.79,5.8890769230769235,0,,,
15968,0.9859150560315777,1,Critical Risk,387,1,418.05,4.918235294117647,0,,,
15177,0.9859120260151579,1,Critical Risk,425,1,674.13,28.08875,0,,,
13733,0.9859009371916685,1,Critical Risk,410,2,416.23,14.865357142857144,324,Need Attention,Low Value,95.73639434853898
14429,0.985895709772757,1,Critical Risk,403,1,516.28,23.467272727272725,0,,,
12751,0.9858943111910015,1,Critical Risk,444,1,268.27,4.326935483870967,0,,,
16955,0.9858843120055689,1,Critical Risk,184,6,1021.57,19.27490566037736,492,Loyal Customers,Low-Medium Value,424.5882383525737
12346,0.9858731294773624,1,Critical Risk,528,11,372.86,11.298787878787879,196,About to Sleep,Low Value,157.8646339848331
17798,0.9858710675608603,1,Critical Risk,581,1,183.09,3.736530612244898,0,,,
13597,0.9858473332247634,1,Critical Risk,399,2,331.31,20.706875,2,Need Attention,Low Value,139.13879543806692
15670,0.9858351377031691,1,Critical Risk,296,2,325.2,17.11578947368421,259,Need Attention,Low Value,98.92300525343788
16270,0.9858317606152606,1,Critical Risk,352,1,971.44,18.681538461538462,0,,,
18251,0.985819090631498,1,Critical Risk,717,1,117.34,39.11333333333334,0,,,
12725,0.9858167085148369,1,Critical Risk,370,3,2246.86,17.832222222222224,213,Need Attention,Medium Value,867.5328772581022
13062,0.9857917290031945,1,Critical Risk,190,1,244.98,24.497999999999998,0,,,
17141,0.9857911531057509,1,Critical Risk,417,4,754.33,4.335229885057472,266,About to Sleep,Low Value,279.68661535564775
12529,0.9857906604089968,1,Critical Risk,527,1,316.48,15.07047619047619,0,,,
16267,0.9857819403709648,1,Critical Risk,590,1,186.66,26.665714285714284,0,,,
16529,0.9857723971506231,1,Critical Risk,189,4,1910.0,14.921875,340,Need Attention,Medium Value,914.3420688525558
15120,0.9857397857255212,1,Critical Risk,133,1,358.82,17.086666666666666,0,,,
12729,0.9857338245406838,1,Critical Risk,113,1,453.01,17.423461538461538,0,,,
15585,0.9857218787326175,1,Critical Risk,176,1,455.3,14.687096774193549,0,,,
17023,0.9856870154959253,1,Critical Risk,416,3,800.1800000000001,16.330204081632655,280,About to Sleep,Low Value,258.79562910152106
18032,0.9856780759762444,1,Critical Risk,333,1,73.5,14.7,0,,,
16346,0.9856705734682304,1,Critical Risk,384,1,224.51,14.967333333333332,0,,,
14850,0.9856237593547674,1,Critical Risk,311,7,1704.31,8.52155,256,Need Attention,Medium Value,869.9383713757182
13775,0.9856192161922641,1,Critical Risk,590,1,851.0600000000001,14.184333333333335,0,,,
16492,0.9856128852364974,1,Critical Risk,540,1,385.56,16.763478260869565,0,,,
18222,0.9856080982112538,1,Critical Risk,92,1,443.0,23.31578947368421,0,,,
15684,0.9855857562508777,1,Critical Risk,546,3,173.95,15.813636363636363,188,About to Sleep,Low Value,53.34661380143464
14674,0.9855758480025729,1,Critical Risk,508,1,173.66,12.404285714285715,0,,,
13707,0.9855624758366109,1,Critical Risk,266,5,2955.46,19.70306666666667,269,Need Attention,Medium Value,1489.429758348577
12802,0.9855509359388557,1,Critical Risk,186,7,2348.42,17.14175182481752,377,Loyal Customers,Medium Value,1207.2308620275414
13223,0.9855460158903314,1,Critical Risk,199,3,162.72,20.34,464,Need Attention,Low Value,55.16343995438011
17319,0.9855348092940843,1,Critical Risk,668,1,29.099999999999998,9.7,0,,,
17278,0.9855314842135399,1,Critical Risk,240,2,271.24,15.955294117647059,323,Need Attention,Low Value,81.1922131358503
17204,0.9855268298414308,1,Critical Risk,174,9,3855.65,23.948136645962734,372,Loyal Customers,Medium-High Value,2115.570479494992
18039,0.9855141999255892,1,Critical Risk,373,4,579.17,3.4474404761904758,266,Need Attention,Low Value,229.169644464308
17721,0.985509280999935,1,Critical Risk,658,1,236.41,23.641,0,,,
18051,0.9854776498535154,1,Critical Risk,633,7,973.88,23.753170731707318,96,About to Sleep,Low-Medium Value,386.10510234401136
13809,0.9854735747948239,1,Critical Risk,304,3,401.3,16.720833333333335,155,Need Attention,Low Value,196.37663435258187
16037,0.9854675509455878,1,Critical Risk,269,5,1229.74,17.82231884057971,378,Need Attention,Low-Medium Value,512.6229248978885
14627,0.9854659864913997,1,Critical Risk,378,1,462.75,15.956896551724139,0,,,
14423,0.9854630752340355,1,Critical Risk,217,2,182.21,16.564545454545456,219,Need Attention,Low Value,70.39316932872889
13475,0.9854557840081967,1,Critical Risk,190,4,1355.46,15.946588235294119,107,Need Attention,Medium Value,1151.864646056085
15126,0.9854486073564729,1,Critical Risk,536,2,449.49,17.9796,150,About to Sleep,Low Value,110.6205125413252
13489,0.9854455465110206,1,Critical Risk,104,3,215.28,17.94,189,Need Attention,Low Value,164.82946112188924
15030,0.9854395570488171,1,Critical Risk,267,7,448.59000000000003,23.610000000000003,376,Need Attention,Low Value,201.59821133307116
12875,0.985438075026334,1,Critical Risk,142,1,49.470000000000006,49.470000000000006,0,,,
13951,0.9854168666203702,1,Critical Risk,175,3,674.45,17.293589743589745,118,Promising,Low-Medium Value,518.15610935097
14302,0.9854108620960578,1,Critical Risk,430,3,494.5,19.01923076923077,306,About to Sleep,Low Value,151.03489309737176
13197,0.9854075058460486,1,Critical Risk,609,1,293.11,16.28388888888889,0,,,
15413,0.985399126012705,1,Critical Risk,691,1,77.75,38.875,0,,,
15042,0.9853890053922316,1,Critical Risk,198,2,86.31,14.385,396,Need Attention,Low Value,24.530952947890366
14348,0.9853753957152062,1,Critical Risk,259,1,317.77,18.69235294117647,0,,,
13990,0.9853708220879516,1,Critical Risk,212,1,311.3,19.45625,0,,,
14280,0.9853588274632211,1,Critical Risk,196,1,134.04,16.755,0,,,
15176,0.9853436630287077,1,Critical Risk,667,1,988.0400000000001,19.000769230769233,0,,,
12489,0.9853349655126261,1,Critical Risk,335,1,334.93,22.328666666666667,0,,,
14743,0.9853326863534759,1,Critical Risk,592,1,50.480000000000004,16.826666666666668,0,,,
15918,0.9853215153276451,1,Critical Risk,190,3,582.88,9.555409836065573,441,Need Attention,Low Value,207.9353267114016
13934,0.9853061772641258,1,Critical Risk,263,1,617.1,22.855555555555558,0,,,
15279,0.9853059232030266,1,Critical Risk,354,5,1580.54,16.814255319148934,321,Need Attention,Low-Medium Value,632.501338664583
15591,0.985286577765838,1,Critical Risk,582,3,217.9,31.12857142857143,91,About to Sleep,Low Value,72.88206185653199
13044,0.9852858395108646,1,Critical Risk,290,11,4373.65,10.589951573849879,409,Need Attention,Medium-High Value,1920.630885365043
16031,0.9852589156152313,1,Critical Risk,91,2,548.94,5.489400000000001,154,Promising,Low-Medium Value,376.7294041643082
13385,0.9852471675928912,1,Critical Risk,329,1,534.57,15.273428571428573,0,,,
15487,0.9852422961331831,1,Critical Risk,679,1,231.32,16.52285714285714,0,,,
13916,0.9852391612530641,1,Critical Risk,463,4,1150.81,15.764520547945205,211,About to Sleep,Low-Medium Value,431.7485235753616
15966,0.9852260616981056,1,Critical Risk,450,1,426.53,15.797407407407407,0,,,
15402,0.9852202836204584,1,Critical Risk,148,6,1830.54,13.973587786259541,443,Loyal Customers,Medium Value,871.5257833465547
15259,0.985183196247493,1,Critical Risk,512,4,887.38,15.84607142857143,169,About to Sleep,Low-Medium Value,329.500644559337
15600,0.985183196247493,1,Critical Risk,427,4,1128.51,16.12157142857143,165,About to Sleep,Low-Medium Value,481.9275181973831
18258,0.9851621408449717,1,Critical Risk,463,6,1356.35,31.543023255813953,108,About to Sleep,Low-Medium Value,667.212601886402
13087,0.9851585990371567,1,Critical Risk,725,1,313.64,20.909333333333333,0,,,
14072,0.9851585990371567,1,Critical Risk,666,1,390.85,20.571052631578947,0,,,
17689,0.9851535628313433,1,Critical Risk,387,2,317.08,14.412727272727272,85,Need Attention,Low Value,113.17420608750022
16060,0.985136000725185,1,Critical Risk,430,2,465.45,20.23695652173913,63,About to Sleep,Low Value,159.39175892596617
15138,0.9851323087658739,1,Critical Risk,393,1,502.52,16.210322580645162,0,,,
15923,0.985112786365089,1,Critical Risk,372,1,254.16,6.051428571428572,0,,,
12986,0.9850964336679763,1,Critical Risk,428,10,1872.3200000000002,19.503333333333334,259,About to Sleep,Medium Value,828.2006982375227
14402,0.9850960204182958,1,Critical Risk,651,1,105.6,15.085714285714285,0,,,
13789,0.9850883742524469,1,Critical Risk,387,1,239.46,13.303333333333335,0,,,
14760,0.985085848453637,1,Critical Risk,296,1,89.2,17.84,0,,,
15424,0.9850802647037871,1,Critical Risk,253,3,597.78,18.114545454545453,208,Need Attention,Low-Medium Value,291.2580178398114
15341,0.9850694383351332,1,Critical Risk,448,1,382.2,54.6,0,,,
12554,0.9850616417835143,1,Critical Risk,448,1,384.5,15.38,0,,,
13622,0.9850560609638896,1,Critical Risk,695,1,658.95,20.5921875,0,,,
13453,0.9850503451958557,1,Critical Risk,165,3,781.69,19.542250000000003,236,Promising,Low-Medium Value,438.8020703365686
15204,0.9850390380046875,1,Critical Risk,356,1,248.58,31.0725,0,,,
13660,0.9850330280949561,1,Critical Risk,399,1,314.59,7.672926829268292,0,,,
13214,0.9849946722898899,1,Critical Risk,417,7,3264.23,14.254279475982532,228,About to Sleep,Medium Value,1464.684181047418
12416,0.984989650975774,1,Critical Risk,656,1,202.56,18.414545454545454,0,,,
16250,0.9849872220315135,1,Critical Risk,260,3,791.38,16.15061224489796,125,Need Attention,Low-Medium Value,461.5048295837445
13033,0.9849747262233248,1,Critical Risk,356,2,220.55,16.965384615384615,72,Need Attention,Low Value,86.79396282437187
14244,0.9849341001150553,1,Critical Risk,660,1,366.41999999999996,22.901249999999997,0,,,
15080,0.9848919866234838,1,Critical Risk,427,2,546.25,17.620967741935484,74,About to Sleep,Low Value,184.0744332302688
13958,0.9848888608289015,1,Critical Risk,379,8,3713.4900000000002,17.192083333333333,354,Need Attention,Medium Value,1496.773483266063
14795,0.9848750791501356,1,Critical Risk,165,1,131.45000000000002,21.908333333333335,0,,,
14400,0.9848733188538366,1,Critical Risk,148,3,1275.99,18.764558823529413,482,Promising,Low-Medium Value,455.1938607097196
13840,0.9848535984161666,1,Critical Risk,415,1,651.4,16.285,0,,,
15616,0.9848526811549491,1,Critical Risk,437,1,249.61,20.800833333333333,0,,,
17349,0.9848423464746076,1,Critical Risk,178,4,618.25,6.720108695652174,452,Loyal Customers,Low Value,248.5161302850669
17026,0.9848414111644058,1,Critical Risk,369,2,87.3,12.471428571428572,47,Need Attention,Low Value,35.4291441142503
