customer_id,churn_probability,actual_churn,risk_category,recency_days,frequency,monetary,avg_order_value,customer_age_days
15973,0.9931575569370092,1,Critical Risk,366,3,244.5,24.45,62
14117,0.993148345707602,1,Critical Risk,143,1,90.0,30.0,0
13288,0.993147751634568,1,Critical Risk,508,2,159.65,31.93,10
14985,0.9931344054033786,1,Critical Risk,197,2,296.75,3.410919540229885,159
12887,0.9931326683029675,1,Critical Risk,383,1,222.4,17.107692307692307,0
12813,0.9931218206134741,1,Critical Risk,501,3,1011.4,26.61578947368421,191
17012,0.993102338542772,1,Critical Risk,724,1,384.16,9.146666666666667,0
16965,0.993102338542772,1,Critical Risk,226,1,201.19,7.738076923076923,0
18083,0.993102338542772,1,Critical Risk,397,1,324.93,8.12325,0
17431,0.993102338542772,1,Critical Risk,312,1,403.3,9.37906976744186,0
15517,0.993102338542772,1,Critical Risk,232,1,267.03,9.889999999999999,0
14170,0.9930930633105065,1,Critical Risk,374,3,597.33,3.6201818181818184,19
17199,0.9930923310671568,1,Critical Risk,581,1,145.12,16.124444444444446,0
17375,0.9930920037538068,1,Critical Risk,198,4,660.55,7.6808139534883715,232
17801,0.9930884726620423,1,Critical Risk,450,3,798.33,9.392117647058823,240
16844,0.9930848012319433,1,Critical Risk,562,2,614.34,19.198125,20
18247,0.9930804699858453,1,Critical Risk,414,3,760.13,21.114722222222223,216
14471,0.9930758763768259,1,Critical Risk,590,2,400.95,9.779268292682927,141
12622,0.9930679700617052,1,Critical Risk,231,1,180.1,16.37272727272727,0
17766,0.9930294092487654,1,Critical Risk,380,2,299.61,13.618636363636364,0
16721,0.9930215607261078,1,Critical Risk,261,1,292.47,7.904594594594595,0
13161,0.9930215269503218,1,Critical Risk,312,2,478.88,14.08470588235294,187
16264,0.9930175492975127,1,Critical Risk,437,2,837.53,12.689848484848484,7
17524,0.9930113390821458,1,Critical Risk,360,3,539.14,12.53813953488372,76
13713,0.993002031150896,1,Critical Risk,407,3,743.26,9.064146341463415,174
13906,0.9929987234539674,1,Critical Risk,408,1,42.0,42.0,0
17308,0.9929987234539674,1,Critical Risk,392,1,40.32,40.32,0
16323,0.9929987234539674,1,Critical Risk,577,1,64.80000000000001,32.400000000000006,0
17128,0.9929978724616606,1,Critical Risk,334,1,157.09,11.220714285714285,0
15282,0.9929973654595298,1,Critical Risk,569,1,348.59,12.91074074074074,0
15369,0.9929791964308184,1,Critical Risk,491,3,756.48,31.52,183
14994,0.9929653819498674,1,Critical Risk,381,5,960.63,3.0988064516129032,240
15100,0.9929623318249108,1,Critical Risk,386,2,187.20000000000002,20.8,314
15310,0.9929532645182969,1,Critical Risk,478,1,1292.64,30.77714285714286,0
15589,0.9929447133538887,1,Critical Risk,255,3,478.53,16.50103448275862,54
15336,0.9929407755684201,1,Critical Risk,401,1,240.5,16.033333333333335,0
18012,0.9929400768047606,1,Critical Risk,722,1,115.3,8.86923076923077,0
17110,0.9929388741176453,1,Critical Risk,164,3,510.7,10.013725490196078,444
14632,0.9929329365539138,1,Critical Risk,262,1,114.56,14.32,0
16860,0.9929047774513862,1,Critical Risk,452,3,1031.02,26.436410256410255,209
14677,0.9929018791824481,1,Critical Risk,592,1,184.91,13.207857142857142,0
16939,0.9929016089744035,1,Critical Risk,488,3,449.0,10.204545454545455,160
16948,0.9928715772448014,1,Critical Risk,138,7,868.77,20.203953488372093,517
16819,0.9928662900957089,1,Critical Risk,464,2,182.59,10.740588235294117,0
17270,0.9928516552027494,1,Critical Risk,468,2,441.2,9.191666666666666,262
15086,0.992848587770915,1,Critical Risk,564,2,218.53,19.866363636363637,60
14807,0.9928457877446353,1,Critical Risk,390,2,418.14,10.721538461538461,259
13833,0.9928452247053167,1,Critical Risk,158,2,701.36,15.585777777777778,244
13551,0.9928370475109156,1,Critical Risk,318,1,91.80000000000001,22.950000000000003,0
12954,0.992832927641222,1,Critical Risk,638,1,162.45,16.244999999999997,0
15878,0.9928324212758528,1,Critical Risk,561,2,330.77,6.485686274509804,171
14751,0.9928251825539794,1,Critical Risk,683,2,126.45,18.064285714285713,41
14430,0.9928220337062907,1,Critical Risk,511,3,863.9000000000001,28.79666666666667,95
12730,0.9928057552514012,1,Critical Risk,521,1,703.25,15.28804347826087,0
15574,0.9927907199058787,1,Critical Risk,177,6,1518.7,4.071581769436998,286
17770,0.9927802392910827,1,Critical Risk,198,5,754.77,22.199117647058824,83
17136,0.9927654188702025,1,Critical Risk,661,1,231.68,16.548571428571428,0
14826,0.9927494566098849,1,Critical Risk,581,2,190.20000000000002,23.775000000000002,113
13380,0.9927493387783056,1,Critical Risk,432,1,62.4,20.8,0
15284,0.9927393731944517,1,Critical Risk,499,1,24.75,24.75,0
18131,0.9927352589460762,1,Critical Risk,631,1,66.0,33.0,0
12634,0.9927332724265537,1,Critical Risk,547,1,360.0,18.94736842105263,0
17066,0.9927192817686048,1,Critical Risk,725,1,228.34,12.685555555555556,0
14376,0.9927192817686048,1,Critical Risk,682,1,215.46,11.97,0
15391,0.9927182700798088,1,Critical Risk,583,1,213.55,19.413636363636364,0
15459,0.9926904950271711,1,Critical Risk,416,2,133.23000000000002,22.205000000000002,80
17312,0.9926811679137657,1,Critical Risk,154,2,154.70000000000002,12.891666666666667,4
16486,0.9926800570764657,1,Critical Risk,537,1,134.36,19.194285714285716,0
17477,0.9926673186335918,1,Critical Risk,612,2,800.0500000000001,20.001250000000002,34
17184,0.9926671688021065,1,Critical Risk,568,2,198.41000000000003,14.172142857142859,161
13156,0.9926594754335804,1,Critical Risk,384,3,1586.54,15.255192307692308,290
16371,0.9926590121610388,1,Critical Risk,448,1,157.2,14.29090909090909,0
17688,0.9926463534679482,1,Critical Risk,393,1,304.2,16.010526315789473,0
12791,0.9926457675073945,1,Critical Risk,373,5,468.43,18.016538461538463,250
13175,0.9926437424077151,1,Critical Risk,581,2,751.55,16.70111111111111,153
12486,0.9926229934502285,1,Critical Risk,431,1,917.28,19.11,0
13009,0.9926158017479504,1,Critical Risk,672,1,234.0,58.5,0
16630,0.9925997165246712,1,Critical Risk,406,1,106.80000000000001,26.700000000000003,0
17575,0.9925997165246712,1,Critical Risk,666,1,107.8,26.95,0
17395,0.9925926832252026,1,Critical Risk,507,1,97.5,32.5,0
17471,0.9925919699692589,1,Critical Risk,474,1,321.65000000000003,16.928947368421053,0
16783,0.9925919699692589,1,Critical Risk,436,1,391.95,15.677999999999999,0
14734,0.9925840030639563,1,Critical Risk,425,4,1056.42,16.76857142857143,125
12368,0.9925760900289267,1,Critical Risk,627,1,290.7,29.07,0
13287,0.9925735346560559,1,Critical Risk,602,3,781.59,14.746981132075472,101
14281,0.9925648909873008,1,Critical Risk,407,1,157.55,26.258333333333336,0
14622,0.992564223910446,1,Critical Risk,184,1,320.58000000000004,15.265714285714287,0
13376,0.9925633414841174,1,Critical Risk,98,3,1019.76,19.240754716981133,135
17152,0.992561194290817,1,Critical Risk,194,2,228.29999999999998,25.366666666666664,68
15212,0.9925599401110256,1,Critical Risk,240,2,208.28,20.828,135
16252,0.9925572436603494,1,Critical Risk,382,1,295.09000000000003,14.051904761904764,0
15964,0.9925362767668895,1,Critical Risk,662,1,272.96000000000004,12.99809523809524,0
12565,0.9925341880337125,1,Critical Risk,288,1,145.92000000000002,16.213333333333335,0
15798,0.9925325899219084,1,Critical Risk,492,3,1535.37,18.49843373493976,188
16604,0.9924909150886028,1,Critical Risk,562,2,199.75,22.194444444444443,5
16437,0.9924758549763394,1,Critical Risk,380,2,301.25,14.345238095238095,48
17060,0.9924604172643925,1,Critical Risk,265,1,81.60000000000001,20.400000000000002,0
14941,0.9924542535714774,1,Critical Risk,578,1,100.5,16.75,0
16388,0.9924499238070763,1,Critical Risk,653,1,186.05,14.311538461538463,0
15082,0.9924493304182067,1,Critical Risk,668,1,93.35000000000001,15.558333333333335,0
16827,0.99244895488043,1,Critical Risk,392,4,148.05,14.805000000000001,195
14699,0.9924280006926657,1,Critical Risk,213,4,702.6,14.052,311
15418,0.9924171874815371,1,Critical Risk,424,2,452.32,6.555362318840579,161
14822,0.9924053424518618,1,Critical Risk,484,1,157.7,17.522222222222222,0
15388,0.9924010444362333,1,Critical Risk,269,1,140.54,14.053999999999998,0
16489,0.992388779299,1,Critical Risk,379,2,128.5,25.7,55
18107,0.9923880596500312,1,Critical Risk,441,1,167.13,4.285384615384615,0
15562,0.9923539104816546,1,Critical Risk,424,2,304.71000000000004,9.829354838709678,301
14771,0.9923467639834136,1,Critical Risk,620,2,594.62,12.651489361702128,115
16677,0.9923422467011532,1,Critical Risk,410,2,804.4200000000001,17.487391304347828,240
17053,0.992335988927501,1,Critical Risk,130,1,432.78000000000003,36.065000000000005,0
16315,0.9923314173775637,1,Critical Risk,330,2,402.71,17.50913043478261,205
17103,0.9923298583293348,1,Critical Risk,721,1,424.3,13.259375,0
15401,0.9923192772390559,1,Critical Risk,451,2,216.95,15.49642857142857,116
13922,0.9923070037159686,1,Critical Risk,351,3,619.8000000000001,22.95555555555556,115
17741,0.992304317968475,1,Critical Risk,406,2,101.1,16.849999999999998,153
16238,0.9922701433626153,1,Critical Risk,422,1,63.66,10.61,0
14169,0.9922665682887348,1,Critical Risk,430,2,624.4300000000001,9.319850746268658,13
14686,0.9922570601445254,1,Critical Risk,413,5,885.83,3.769489361702128,245
18165,0.9922489555611826,1,Critical Risk,176,1,78.66,9.8325,0
15512,0.9922354998676721,1,Critical Risk,155,4,331.58,10.361875,520
17283,0.9922322207618975,1,Critical Risk,378,1,188.46,12.564,0
14922,0.9922281479394964,1,Critical Risk,393,2,843.74,16.8748,114
17991,0.9922272992869717,1,Critical Risk,224,3,320.55,8.01375,366
17234,0.9922255980419764,1,Critical Risk,182,1,149.89,10.706428571428571,0
13218,0.9922114149755292,1,Critical Risk,126,1,62.64,12.528,0
12800,0.9921993172888264,1,Critical Risk,469,3,584.25,17.183823529411764,206
15711,0.9921978834760045,1,Critical Risk,556,2,420.25,16.81,128
17877,0.9921938513317502,1,Critical Risk,169,1,158.01,14.364545454545453,0
15162,0.992161114260361,1,Critical Risk,730,1,247.20000000000002,22.472727272727273,0
15011,0.9921531850132758,1,Critical Risk,395,2,416.6,20.830000000000002,20
12803,0.992148365939522,1,Critical Risk,392,1,938.61,17.709622641509434,0
17113,0.9921440968658811,1,Critical Risk,573,6,2322.59,14.607484276729561,123
16788,0.9921353636200272,1,Critical Risk,122,5,1950.3,3.94,547
14671,0.9921180372657716,1,Critical Risk,548,2,1056.65,19.567592592592593,18
14516,0.9921159465574942,1,Critical Risk,515,1,163.92,4.43027027027027,0
17902,0.9921088235136593,1,Critical Risk,546,1,216.4,9.016666666666667,0
17016,0.9920967243805034,1,Critical Risk,576,1,552.4,13.473170731707317,0
15816,0.9920790317183635,1,Critical Risk,541,2,144.15,13.104545454545455,0
16194,0.9920614335338436,1,Critical Risk,374,1,171.5,28.583333333333332,0
13227,0.9920614335338436,1,Critical Risk,201,1,190.2,23.775,0
18175,0.9920614335338436,1,Critical Risk,675,1,176.10000000000002,25.157142857142862,0
15112,0.9920614335338436,1,Critical Risk,610,1,209.4,29.914285714285715,0
14612,0.9920614335338436,1,Critical Risk,414,1,152.4,25.400000000000002,0
15705,0.9920614335338436,1,Critical Risk,200,1,143.1,23.849999999999998,0
17363,0.992057513104984,1,Critical Risk,394,3,504.96,15.78,6
14363,0.9920529081342955,1,Critical Risk,401,2,162.07,23.15285714285714,49
13457,0.9920529081342955,1,Critical Risk,688,2,148.22,16.468888888888888,48
13074,0.9920423971976848,1,Critical Risk,510,3,602.5,25.104166666666668,212
17868,0.9920322582956888,1,Critical Risk,385,1,234.65,12.35,0
13020,0.9920202730514387,1,Critical Risk,562,2,618.96,15.870769230769232,97
15728,0.9920175021864341,1,Critical Risk,379,2,359.8,35.980000000000004,64
16581,0.9920066154430153,1,Critical Risk,182,1,105.84,11.76,0
14377,0.9920058952597111,1,Critical Risk,190,2,280.85,35.10625,70
16329,0.9920057665981464,1,Critical Risk,427,4,1119.8700000000001,10.274036697247707,311
12861,0.9920031817896429,1,Critical Risk,619,1,68.25,17.0625,0
16644,0.9919975311782173,1,Critical Risk,177,2,833.78,13.448064516129032,34
13454,0.9919927584489607,1,Critical Risk,640,1,219.87,9.559565217391304,0
16862,0.9919890442874797,1,Critical Risk,546,4,662.33,18.923714285714286,154
13628,0.9919805355528218,1,Critical Risk,675,1,218.34,14.556000000000001,0
17665,0.9919739603020836,1,Critical Risk,492,1,341.34,20.078823529411764,0
18048,0.9919727065682786,1,Critical Risk,202,3,325.41,5.423500000000001,290
17003,0.9919639284412435,1,Critical Risk,401,4,830.16,7.4121428571428565,176
12608,0.9919638586423278,1,Critical Risk,404,1,188.65,13.475,0
17897,0.9919602675045343,1,Critical Risk,172,9,1780.95,5.238088235294118,403
18121,0.9919545403794413,1,Critical Risk,148,2,673.1,21.034375,5
14786,0.9919465513881458,1,Critical Risk,549,1,90.96,12.994285714285713,0
15108,0.991940954007461,1,Critical Risk,141,4,1300.25,21.670833333333334,85
14706,0.9919361695259324,1,Critical Risk,618,1,390.69,13.953214285714285,0
12711,0.9919326562412937,1,Critical Risk,611,2,1187.8500000000001,20.480172413793106,65
13826,0.9919232493262272,1,Critical Risk,175,1,189.5,18.95,0
16578,0.9919153992383777,1,Critical Risk,625,1,156.6,17.4,0
15183,0.9918932488884761,1,Critical Risk,547,3,544.53,14.717027027027026,36
13286,0.9918911898994932,1,Critical Risk,599,1,734.91,14.998163265306122,0
15729,0.9918883885879979,1,Critical Risk,212,3,192.55,17.504545454545454,190
17202,0.9918811314514795,1,Critical Risk,420,1,160.65,20.08125,0
17825,0.9918729894997914,1,Critical Risk,598,4,479.36,18.436923076923076,126
14635,0.9918714284279926,1,Critical Risk,453,1,215.22,14.348,0
16802,0.9918652988477561,1,Critical Risk,678,2,582.61,10.992641509433962,51
16920,0.9918525330298874,1,Critical Risk,410,1,355.45,15.454347826086956,0
16476,0.9918467311962338,1,Critical Risk,431,1,350.35,14.597916666666668,0
17822,0.9918381090114313,1,Critical Risk,419,5,1488.25,8.703216374269006,140
17794,0.9918327996747623,1,Critical Risk,686,2,147.3,21.042857142857144,1
13541,0.9918221439306489,1,Critical Risk,426,1,183.60000000000002,36.720000000000006,0
12629,0.9918166835383565,1,Critical Risk,385,2,540.02,14.211052631578946,37
17307,0.9918074753151322,1,Critical Risk,394,7,938.47,40.80304347826087,203
15784,0.9917932588979815,1,Critical Risk,467,2,784.73,18.684047619047618,204
17574,0.9917736270725928,1,Critical Risk,242,1,185.65,23.20625,0
13301,0.9917614631048457,1,Critical Risk,103,4,618.09,7.630740740740741,188
17698,0.9917229657476034,1,Critical Risk,260,1,154.95,19.36875,0
14406,0.9917229657476034,1,Critical Risk,118,1,156.75,19.59375,0
17670,0.9917229657476034,1,Critical Risk,227,1,205.7,18.7,0
17601,0.9917211640027963,1,Critical Risk,238,2,421.48,5.545789473684211,141
15698,0.9917199716637498,1,Critical Risk,623,1,46.2,23.1,0
17223,0.9917163378128414,1,Critical Risk,309,3,720.53,7.278080808080808,64
17792,0.9917015333830492,1,Critical Risk,466,2,370.05,6.9820754716981135,11
13891,0.9917010326737649,1,Critical Risk,377,3,863.56,8.6356,203
13221,0.9917006983905641,1,Critical Risk,239,2,847.41,12.839545454545455,119
14486,0.9916969260936169,1,Critical Risk,511,2,175.5,29.25,41
12652,0.9916927767549075,1,Critical Risk,330,2,891.0300000000001,17.820600000000002,102
18003,0.9916923451998879,1,Critical Risk,375,1,358.61,14.3444,0
16132,0.9916886237907245,1,Critical Risk,543,2,193.4,17.581818181818182,83
14616,0.9916761949149666,1,Critical Risk,284,2,52.58,26.29,264
12811,0.9916706065039615,1,Critical Risk,260,5,1033.9,18.462500000000002,166
16974,0.9916663343199391,1,Critical Risk,522,2,133.45000000000002,26.690000000000005,41
13836,0.9916657904464711,1,Critical Risk,398,2,620.37,20.011935483870968,15
13847,0.9916650891594366,1,Critical Risk,719,1,310.72,16.353684210526318,0
15855,0.9916613344763422,1,Critical Risk,136,6,981.92,10.44595744680851,339
17912,0.9916528211298303,1,Critical Risk,309,6,375.5,7.221153846153846,65
17850,0.9916496558975229,1,Critical Risk,371,155,53847.98,19.496010137581465,362
16546,0.9916464936243071,1,Critical Risk,290,5,2153.67,33.133384615384614,151
17167,0.991645324622376,1,Critical Risk,379,3,867.11,10.97607594936709,65
17504,0.9916369693833978,1,Critical Risk,205,18,7253.71,22.319107692307693,463
15007,0.9916298560527739,1,Critical Risk,158,1,156.91,13.075833333333334,0
13970,0.9916180368163812,1,Critical Risk,437,1,288.55,28.855,0
16138,0.9916171834074571,1,Critical Risk,378,3,643.23,18.918529411764705,212
16439,0.9916169217637189,1,Critical Risk,721,1,310.70000000000005,34.522222222222226,0
13492,0.9916044972071718,1,Critical Risk,135,3,1071.24,22.792340425531915,78
15554,0.991603057581436,1,Critical Risk,277,1,217.2,15.514285714285714,0
12801,0.9915978204689009,1,Critical Risk,500,1,791.92,16.49833333333333,0
16051,0.9915922882323553,1,Critical Risk,681,1,188.44,15.703333333333333,0
17262,0.9915873079580964,1,Critical Risk,226,2,66.9,11.15,363
16973,0.9915866049469032,1,Critical Risk,385,1,127.0,21.166666666666668,0
17900,0.9915703494101153,1,Critical Risk,189,2,112.19999999999999,18.7,0
17292,0.9915702384717736,1,Critical Risk,471,2,195.43,13.959285714285715,107
13216,0.9915644425096728,1,Critical Risk,267,1,10.5,10.5,0
14727,0.9915359345857938,1,Critical Risk,273,3,467.93,9.95595744680851,272
15956,0.9915319788673238,1,Critical Risk,550,1,291.2,17.129411764705882,0
12907,0.9915279903945095,1,Critical Risk,395,2,442.91,18.454583333333336,98
12655,0.9914953868204246,1,Critical Risk,423,1,261.35,16.334375,0
16214,0.9914891366619798,1,Critical Risk,170,4,1838.45,19.150520833333335,264
13114,0.9914813001565571,1,Critical Risk,730,1,234.38,14.64875,0
14531,0.9914798876245936,1,Critical Risk,479,1,376.34,12.977241379310344,0
18134,0.9914754384969435,1,Critical Risk,597,2,445.0,15.892857142857142,96
16254,0.9914732580350359,1,Critical Risk,377,3,985.14,13.1352,253
15293,0.9914674062708224,1,Critical Risk,665,1,247.5,13.026315789473685,0
13676,0.9914659749356511,1,Critical Risk,538,2,243.9,18.76153846153846,80
15682,0.9914522285181677,1,Critical Risk,598,2,318.24,12.7296,88
13063,0.9914264245161517,1,Critical Risk,480,1,188.4,15.700000000000001,0
13701,0.9914240781433503,1,Critical Risk,446,1,161.0,17.88888888888889,0
13682,0.9913968163619781,1,Critical Risk,186,1,59.5,19.833333333333332,0
15869,0.9913923723686442,1,Critical Risk,276,3,323.65999999999997,9.247428571428571,349
17583,0.9913803508078141,1,Critical Risk,559,1,135.95,19.42142857142857,0
17117,0.9913619769361351,1,Critical Risk,287,1,116.2,12.911111111111111,0
13837,0.9913551312448687,1,Critical Risk,211,2,271.24,14.275789473684211,105
17982,0.9913419757866114,1,Critical Risk,680,1,138.18,10.62923076923077,0
16075,0.9913378963471802,1,Critical Risk,502,2,736.9300000000001,17.973902439024393,61
16465,0.9913340650211643,1,Critical Risk,420,2,644.24,13.707234042553191,23
16509,0.991329115302468,1,Critical Risk,296,1,287.20000000000005,23.933333333333337,0
17704,0.9913284496527632,1,Critical Risk,168,2,706.99,24.37896551724138,71
15989,0.9913076679130645,1,Critical Risk,375,2,372.51,4.233068181818182,361
17643,0.9912916591354706,1,Critical Risk,372,2,541.25,13.878205128205128,132
16962,0.9912802362866339,1,Critical Risk,409,1,251.04,16.736,0
14900,0.9912712664914193,1,Critical Risk,521,1,13.919999999999998,13.919999999999998,0
14846,0.9912587993933917,1,Critical Risk,426,1,183.6,18.36,0
17889,0.9912454998061818,1,Critical Risk,211,7,774.87,6.351393442622951,406
13299,0.9912259692944749,1,Critical Risk,267,3,1218.7,19.656451612903226,260
15879,0.9912237930999797,1,Critical Risk,403,3,1049.5,5.766483516483516,317
15780,0.991222813974085,1,Critical Risk,183,3,475.28000000000003,16.38896551724138,174
14774,0.9912180718416918,1,Critical Risk,528,1,241.45000000000002,18.573076923076925,0
17294,0.9912059223478963,1,Critical Risk,668,2,253.95,16.93,0
14137,0.9912003033659833,1,Critical Risk,695,1,239.1,23.91,0
14006,0.9911894051960539,1,Critical Risk,115,7,1358.75,19.410714285714285,536
12816,0.9911851265539194,1,Critical Risk,95,2,492.20000000000005,17.57857142857143,80
14909,0.9911850403152104,1,Critical Risk,436,3,1404.68,17.558500000000002,226
12533,0.9911805646016895,1,Critical Risk,627,2,1259.89,17.74492957746479,110
12461,0.991173565257769,1,Critical Risk,154,1,626.88,18.43764705882353,0
16587,0.9911692866284517,1,Critical Risk,231,1,225.15,17.31923076923077,0
12542,0.9911685118402614,1,Critical Risk,483,2,481.88,12.355897435897436,156
14778,0.9911471808093197,1,Critical Risk,126,2,730.86,20.881714285714285,181
15761,0.9911342853149501,1,Critical Risk,442,1,143.05,28.610000000000003,0
13420,0.9911313515095168,1,Critical Risk,149,2,159.85,19.98125,20
18202,0.991122636665803,1,Critical Risk,199,3,1396.99,20.543970588235293,111
15269,0.9911131695363686,1,Critical Risk,379,2,816.5600000000001,24.744242424242426,10
16661,0.9911106053610507,1,Critical Risk,539,3,556.4300000000001,8.97467741935484,55
15718,0.991107318174587,1,Critical Risk,539,1,293.79,16.32166666666667,0
14042,0.9911065895546798,1,Critical Risk,724,1,341.98,17.099,0
13123,0.991099587053194,1,Critical Risk,472,2,506.75,11.261111111111111,56
12663,0.9910979337099113,1,Critical Risk,624,2,239.4,23.94,43
13683,0.9910923963017004,1,Critical Risk,457,1,258.6,25.860000000000003,0
15137,0.9910825277103266,1,Critical Risk,520,2,759.5,23.015151515151516,159
12453,0.9910814356322106,1,Critical Risk,133,1,707.09,16.443953488372095,0
12537,0.9910814356322106,1,Critical Risk,408,1,612.94,14.593809523809526,0
17342,0.9910668261220544,1,Critical Risk,379,4,601.74,22.286666666666665,290
15386,0.9910465727419913,1,Critical Risk,185,1,394.14,12.714193548387096,0
18186,0.9910331063656741,1,Critical Risk,722,1,222.18,22.218,0
17413,0.9910085392096508,1,Critical Risk,404,1,165.1,23.585714285714285,0
16654,0.9910056198292696,1,Critical Risk,140,8,1635.8700000000001,19.949634146341467,471
16306,0.9910045729073944,1,Critical Risk,213,7,1103.1200000000001,16.22235294117647,221
12376,0.9909895463994033,1,Critical Risk,389,2,243.15,24.315,28
15445,0.9909850238752586,1,Critical Risk,263,2,284.5,20.321428571428573,326
16658,0.9909750271145515,1,Critical Risk,367,6,675.47,9.649571428571429,250
14355,0.9909748436073273,1,Critical Risk,365,3,1014.45,14.288028169014085,261
13152,0.9909604211305687,1,Critical Risk,416,7,2146.38,15.899111111111113,277
16155,0.990958508058233,1,Critical Risk,381,5,796.9,16.602083333333333,158
12411,0.9909460723830356,1,Critical Risk,409,1,346.9,15.768181818181818,0
15151,0.9909431341259102,1,Critical Risk,422,2,1222.01,23.960980392156863,86
16828,0.9909354879000961,1,Critical Risk,92,2,128.5,16.0625,19
17129,0.9909108005964624,1,Critical Risk,519,1,31.85,15.925,0
12389,0.9909079411776018,1,Critical Risk,402,3,1125.3799999999999,23.944255319148933,253
14270,0.9909018509013482,1,Critical Risk,331,1,492.65000000000003,16.98793103448276,0
17630,0.9908954858724326,1,Critical Risk,169,2,503.6,19.36923076923077,62
16622,0.9908729967882457,1,Critical Risk,543,1,225.4,18.783333333333335,0
14476,0.9908719847455163,1,Critical Risk,256,1,215.7,11.352631578947367,0
13368,0.9908707864450763,1,Critical Risk,256,4,1121.5,21.567307692307693,166
18197,0.9908545313675665,1,Critical Risk,575,1,230.1,25.566666666666666,0
18070,0.9908518339007769,1,Critical Risk,668,1,242.70000000000002,30.337500000000002,0
15524,0.990843788913161,1,Critical Risk,606,1,151.4,18.925,0
13204,0.9908285758401959,1,Critical Risk,730,1,966.6600000000001,16.958947368421054,0
14501,0.9908282477520878,1,Critical Risk,183,2,251.21,25.121000000000002,136
12692,0.990825136395021,1,Critical Risk,636,1,110.95,8.534615384615385,0
15229,0.9908223354632563,1,Critical Risk,585,1,160.5,17.833333333333332,0
13393,0.9908219767344955,1,Critical Risk,583,4,932.01,13.910597014925372,148
13537,0.9908193440358503,1,Critical Risk,425,2,717.85,17.09166666666667,26
13935,0.9908181527696261,1,Critical Risk,596,3,1309.77,36.3825,55
14746,0.9908105101465,1,Critical Risk,415,2,229.3,38.21666666666667,8
16997,0.9908088399963936,1,Critical Risk,287,2,234.0,33.42857142857143,21
13718,0.9907958435942268,1,Critical Risk,245,2,194.95,17.722727272727273,49
14928,0.9907951578232869,1,Critical Risk,627,1,223.91000000000003,10.662380952380953,0
14260,0.990788254354742,1,Critical Risk,470,3,824.28,16.16235294117647,77
13893,0.9907792777339937,1,Critical Risk,297,1,413.1,21.742105263157896,0
16576,0.9907782604616793,1,Critical Risk,419,2,540.87,16.39,101
15232,0.9907727389882838,1,Critical Risk,112,2,612.06,19.743870967741934,27
15378,0.9907685232138789,1,Critical Risk,462,2,246.5,20.541666666666668,39
13768,0.9907515953246149,1,Critical Risk,726,2,786.87,24.5896875,4
15765,0.990751534149991,1,Critical Risk,666,1,370.63,14.8252,0
13237,0.9907485490216259,1,Critical Risk,387,1,440.5,20.976190476190474,0
17851,0.9907432780768239,1,Critical Risk,421,6,1498.99,6.351652542372881,313
12969,0.990740513538682,1,Critical Risk,602,1,58.95,14.7375,0
16459,0.990740513538682,1,Critical Risk,729,1,71.78999999999999,14.357999999999999,0
13166,0.9907329161462521,1,Critical Risk,282,2,807.98,11.882058823529412,131
13407,0.990728405780745,1,Critical Risk,578,3,2244.7,26.408235294117645,83
17212,0.9907267580198454,1,Critical Risk,252,3,677.11,24.1825,233
16842,0.9907255406708093,1,Critical Risk,100,3,1198.19,19.325645161290325,201
13580,0.9907221866506802,1,Critical Risk,405,1,107.75,21.55,0
14510,0.990700782728952,1,Critical Risk,375,3,1007.28,12.913846153846153,60
16707,0.9906986779231164,1,Critical Risk,399,4,551.11,8.350151515151515,239
17332,0.9906808069967239,1,Critical Risk,527,5,838.27,8.823894736842105,128
15724,0.9906654901891443,1,Critical Risk,200,3,310.85,18.28529411764706,199
15825,0.9906547895891811,1,Critical Risk,171,1,282.94,14.891578947368421,0
14444,0.9906337985189336,1,Critical Risk,455,1,132.04,10.156923076923077,0
17256,0.9906286832803238,1,Critical Risk,106,4,206.43,7.3725000000000005,492
15926,0.9906267303293674,1,Critical Risk,541,1,134.44,19.205714285714286,0
17714,0.9906245794720953,1,Critical Risk,320,5,1410.18,17.40962962962963,192
13879,0.990610343205139,1,Critical Risk,645,1,395.5,15.82,0
14230,0.9906036213916848,1,Critical Risk,435,3,826.8000000000001,26.670967741935485,112
16866,0.9905980171715094,1,Critical Risk,140,3,207.74,18.885454545454547,20
12792,0.9905960140468477,1,Critical Risk,256,2,827.01,17.59595744680851,278
18239,0.9905692216209069,1,Critical Risk,218,6,2150.36,17.20288,204
16167,0.990567824116184,1,Critical Risk,413,5,1265.16,20.405806451612904,324
14797,0.9905618277089938,1,Critical Risk,506,1,300.31,18.769375,0
13135,0.990557791307573,1,Critical Risk,490,1,275.45,16.20294117647059,0
18201,0.990557791307573,1,Critical Risk,722,1,447.53000000000003,16.575185185185187,0
12799,0.9905305640455327,1,Critical Risk,528,1,219.35,14.623333333333333,0
16787,0.9905305425463098,1,Critical Risk,397,4,1035.43,9.082719298245614,300
12967,0.9905290637426002,1,Critical Risk,371,2,1361.02,24.74581818181818,11
14617,0.990519331241509,1,Critical Risk,402,2,190.47,21.163333333333334,13
15266,0.9905019438464748,1,Critical Risk,337,5,694.21,15.777500000000002,363
17149,0.9904449160581862,1,Critical Risk,450,1,143.10000000000002,23.850000000000005,0
13872,0.9904360830942741,1,Critical Risk,526,3,919.57,16.13280701754386,198
